adm1_psgc,adm2_psgc,adm3_psgc,adm3_en,geo_level,len_crs,area_crs,len_km,area_km2
700000000,702200000,702214000,City of Carcar,City,62907,98786822,62,98.0
700000000,702200000,702215000,Carmen,Mun,50118,86382307,50,86.0
700000000,702200000,702216000,Catmon,Mun,52217,110532839,52,110.0
700000000,702200000,702218000,Compostela,Mun,49422,47401990,49,47.0
700000000,702200000,702219000,Consolacion,Mun,56536,37924157,56,37.0
700000000,702200000,702220000,Cordova,Mun,28335,9191068,28,9.0
700000000,702200000,702221000,Daanbantayan,Mun,90687,91684190,90,91.0
700000000,702200000,702222000,Dalaguete,Mun,55545,143184901,55,143.0
700000000,702200000,702223000,Danao City,City,99103,168390131,99,168.0
700000000,702200000,702224000,Dumanjug,Mun,44018,85851131,44,85.0
700000000,702200000,702225000,Ginatilan,Mun,32001,50275945,32,50.0
700000000,702200000,702227000,Liloan,Mun,60614,52992663,60,52.0
700000000,702200000,702228000,Madridejos,Mun,24868,24150712,24,24.0
700000000,702200000,702229000,Malabuyoc,Mun,41375,81959726,41,81.0
700000000,702200000,702231000,Medellin,Mun,64955,75924583,64,75.0
700000000,702200000,702232000,Minglanilla,Mun,37817,51104604,37,51.0
700000000,702200000,702233000,Moalboal,Mun,54836,68619057,54,68.0
700000000,702200000,702234000,City of Naga,City,50020,97098180,50,97.0
700000000,702200000,702235000,Oslob,Mun,59796,127179652,59,127.0
700000000,702200000,702236000,Pilar,Mun,54441,33723249,54,33.0
700000000,702200000,702237000,Pinamungajan,Mun,48596,105530915,48,105.0
700000000,702200000,702238000,Poro,Mun,50260,65735728,50,65.0
700000000,702200000,702239000,Ronda,Mun,36945,44353909,36,44.0
700000000,702200000,702240000,Samboan,Mun,31940,51864249,31,51.0
700000000,702200000,702241000,San Fernando,Mun,42969,74812047,42,74.0
700000000,702200000,702242000,San Francisco,Mun,62206,96891713,62,96.0
700000000,702200000,702243000,San Remigio,Mun,88394,97360252,88,97.0
700000000,702200000,702244000,Santa Fe,Mun,46613,29281333,46,29.0
700000000,702200000,702245000,Santander,Mun,26352,33013901,26,33.0
700000000,702200000,702246000,Sibonga,Mun,59881,105602653,59,105.0
700000000,702200000,702247000,Sogod,Mun,59051,111889156,59,111.0
700000000,702200000,702248000,Tabogon,Mun,48218,88125613,48,88.0
700000000,702200000,702249000,Tabuelan,Mun,55847,83408824,55,83.0
700000000,702200000,702250000,City of Talisay,City,40730,42085548,40,42.0
700000000,702200000,702251000,City of Toledo,City,82853,232207723,82,232.0
700000000,702200000,702252000,Tuburan,Mun,79376,243767760,79,243.0
700000000,702200000,702253000,Tudela,Mun,27751,33119754,27,33.0
700000000,704600000,704601000,Amlan,Mun,43452,59220648,43,59.0
700000000,704600000,704602000,Ayungon,Mun,85523,248323394,85,248.0
700000000,704600000,704603000,Bacong,Mun,32252,40391428,32,40.0
700000000,704600000,704604000,City of Bais,City,120499,252287837,120,252.0
700000000,704600000,704605000,Basay,Mun,64685,167982795,64,167.0
700000000,704600000,704606000,City of Bayawan,City,143940,699090025,143,699.0
700000000,704600000,704607000,Bindoy,Mun,66097,156412432,66,156.0
700000000,704600000,704608000,City of Canlaon,City,59718,147402305,59,147.0
700000000,704600000,704609000,Dauin,Mun,49042,80713512,49,80.0
700000000,704600000,704610000,City of Dumaguete ,City,25125,34281391,25,34.0
700000000,704600000,704611000,City of Guihulngan,City,94749,374729019,94,374.0
700000000,704600000,704612000,Jimalalud,Mun,54967,154644632,54,154.0
700000000,704600000,704613000,La Libertad,Mun,58747,151361621,58,151.0
700000000,704600000,704614000,Mabinay,Mun,107107,345872295,107,345.0
700000000,704600000,704615000,Manjuyod,Mun,94933,127596460,94,127.0
700000000,704600000,704616000,Pamplona,Mun,69275,222727413,69,222.0
700000000,704600000,704617000,San Jose,Mun,33799,51752459,33,51.0
700000000,704600000,704618000,Santa Catalina,Mun,114719,414050594,114,414.0
700000000,704600000,704619000,Siaton,Mun,114254,427320295,114,427.0
700000000,704600000,704620000,Sibulan,Mun,76155,159597719,76,159.0
700000000,704600000,704621000,City of Tanjay,City,113688,228237089,113,228.0
700000000,704600000,704622000,Tayasan,Mun,62044,177129990,62,177.0
700000000,704600000,704623000,Valencia,Mun,60037,162677231,60,162.0
700000000,704600000,704624000,Vallehermoso,Mun,45907,92671368,45,92.0
700000000,704600000,704625000,Zamboanguita,Mun,56490,153311735,56,153.0
700000000,706100000,706101000,Enrique Villanueva,Mun,25622,26279639,25,26.0
700000000,706100000,706102000,Larena,Mun,35697,41056046,35,41.0
700000000,706100000,706103000,Lazi,Mun,46785,70424637,46,70.0
700000000,706100000,706104000,Maria,Mun,46979,56604503,46,56.0
700000000,706100000,706105000,San Juan,Mun,40780,40214295,40,40.0
700000000,706100000,706106000,Siquijor ,Mun,62693,84776353,62,84.0
700000000,730600000,730600000,City of Cebu ,City,88577,290736289,88,290.0
700000000,731100000,731100000,City of Lapu-Lapu,City,164331,67299939,164,67.0
700000000,731300000,731300000,City of Mandaue,City,37143,31109088,37,31.0
800000000,802600000,802601000,Arteche,Mun,106773,100940789,106,100.0
800000000,802600000,802602000,Balangiga,Mun,86828,196266139,86,196.0
800000000,802600000,802603000,Balangkayan,Mun,95592,186121471,95,186.0
800000000,802600000,802604000,City of Borongan ,City,182987,632516556,182,632.0
800000000,802600000,802605000,Can-Avid,Mun,92642,239327035,92,239.0
800000000,802600000,802606000,Dolores,Mun,119977,310078705,119,310.0
800000000,802600000,802607000,General Macarthur,Mun,63306,183176042,63,183.0
800000000,802600000,802608000,Giporlos,Mun,78977,93238924,78,93.0
800000000,802600000,802609000,Guiuan,Mun,232131,176673713,232,176.0
800000000,802600000,802610000,Hernani,Mun,40348,49529543,40,49.0
800000000,802600000,802611000,Jipapad,Mun,45099,116390629,45,116.0
800000000,802600000,802612000,Lawaan,Mun,69221,145726487,69,145.0
800000000,802600000,802613000,Llorente,Mun,113948,286037768,113,286.0
800000000,802600000,802614000,Maslog,Mun,77814,304231184,77,304.0
800000000,802600000,802615000,Maydolong,Mun,105183,189734466,105,189.0
800000000,802600000,802616000,Mercedes,Mun,26271,19871770,26,19.0
800000000,802600000,802617000,Oras,Mun,109268,237241593,109,237.0
800000000,802600000,802618000,Quinapondan,Mun,96339,85773645,96,85.0
800000000,802600000,802619000,Salcedo,Mun,121583,118840492,121,118.0
800000000,802600000,802620000,San Julian,Mun,82754,140435282,82,140.0
800000000,802600000,802621000,San Policarpo,Mun,81817,70474155,81,70.0
800000000,802600000,802622000,Sulat,Mun,90615,127749767,90,127.0
800000000,802600000,802623000,Taft,Mun,86255,243089959,86,243.0
800000000,803700000,803701000,Abuyog,Mun,111559,316315598,111,316.0
800000000,803700000,803702000,Alangalang,Mun,62934,155231601,62,155.0
800000000,803700000,803703000,Albuera,Mun,71102,77186358,71,77.0
800000000,803700000,803705000,Babatngon,Mun,142057,134435152,142,134.0
800000000,803700000,803706000,Barugo,Mun,66050,85300216,66,85.0
800000000,803700000,803707000,Bato,Mun,45828,70321830,45,70.0
800000000,803700000,803708000,City of Baybay,City,116434,377885455,116,377.0
800000000,803700000,803710000,Burauen,Mun,110063,310458356,110,310.0
800000000,803700000,803713000,Calubian,Mun,76666,89382484,76,89.0
800000000,803700000,803714000,Capoocan,Mun,84775,110521340,84,110.0
800000000,803700000,803715000,Carigara,Mun,57805,88350016,57,88.0
800000000,803700000,803717000,Dagami,Mun,66478,124599205,66,124.0
800000000,803700000,803718000,Dulag,Mun,51712,78166359,51,78.0
800000000,803700000,803719000,Hilongos,Mun,70072,193575672,70,193.0
800000000,803700000,803720000,Hindang,Mun,64029,46298197,64,46.0
800000000,803700000,803721000,Inopacan,Mun,58309,122263847,58,122.0
800000000,803700000,803722000,Isabel,Mun,79481,64892769,79,64.0
800000000,803700000,803723000,Jaro,Mun,67544,187203178,67,187.0
800000000,803700000,803724000,Javier,Mun,73453,177546512,73,177.0
800000000,803700000,803725000,Julita,Mun,41805,35938923,41,35.0
800000000,803700000,803726000,Kananga,Mun,74978,232894486,74,232.0
800000000,803700000,803728000,La Paz,Mun,42863,94924341,42,94.0
800000000,803700000,803729000,Leyte,Mun,109715,180619376,109,180.0
800000000,803700000,803730000,Macarthur,Mun,53418,71062163,53,71.0
800000000,803700000,803731000,Mahaplag,Mun,67595,189517054,67,189.0
800000000,803700000,803733000,Matag-Ob,Mun,51968,70188146,51,70.0
800000000,803700000,803734000,Matalom,Mun,74061,130718217,74,130.0
800000000,803700000,803735000,Mayorga,Mun,34290,41307877,34,41.0
800000000,803700000,803736000,Merida,Mun,72669,106501154,72,106.0
800000000,803700000,803738000,Ormoc City,City,158340,540851417,158,540.0
800000000,803700000,803739000,Palo,Mun,56084,81060552,56,81.0
800000000,803700000,803740000,Palompon,Mun,134092,152161524,134,152.0
800000000,803700000,803741000,Pastrana,Mun,44616,46081293,44,46.0
800000000,803700000,803742000,San Isidro,Mun,80847,127125637,80,127.0
800000000,803700000,803743000,San Miguel,Mun,60127,112376668,60,112.0
800000000,803700000,803744000,Santa Fe,Mun,41302,41566244,41,41.0
800000000,803700000,803745000,Tabango,Mun,78466,129945033,78,129.0
800000000,803700000,803746000,Tabontabon,Mun,31709,25767106,31,25.0
800000000,803700000,803748000,Tanauan,Mun,40454,67155607,40,67.0
800000000,803700000,803749000,Tolosa,Mun,30066,22607314,30,22.0
800000000,803700000,803750000,Tunga,Mun,19878,8791825,19,8.0
800000000,803700000,803751000,Villaba,Mun,74348,151326949,74,151.0
800000000,804800000,804801000,Allen,Mun,44176,44453923,44,44.0
800000000,804800000,804802000,Biri,Mun,112135,26011613,112,26.0
800000000,804800000,804803000,Bobon,Mun,62299,119767539,62,119.0
800000000,804800000,804804000,Capul,Mun,32896,34025418,32,34.0
800000000,804800000,804805000,Catarman ,Mun,82728,303042140,82,303.0
800000000,804800000,804806000,Catubig,Mun,85170,242153557,85,242.0
800000000,804800000,804807000,Gamay,Mun,75241,84683472,75,84.0
800000000,804800000,804808000,Laoang,Mun,244389,205936689,244,205.0
800000000,804800000,804809000,Lapinig,Mun,78030,48366983,78,48.0
800000000,804800000,804810000,Las Navas,Mun,74830,282079373,74,282.0
800000000,804800000,804811000,Lavezares,Mun,145165,103499910,145,103.0
800000000,804800000,804812000,Mapanas,Mun,67650,131734837,67,131.0
800000000,804800000,804813000,Mondragon,Mun,92004,301891829,92,301.0
800000000,804800000,804814000,Palapag,Mun,92248,178331475,92,178.0
800000000,804800000,804815000,Pambujan,Mun,85733,162046343,85,162.0
800000000,804800000,804816000,Rosario,Mun,80458,60664706,80,60.0
800000000,804800000,804817000,San Antonio,Mun,26565,28310490,26,28.0
800000000,804800000,804818000,San Isidro,Mun,64348,181820172,64,181.0
800000000,804800000,804819000,San Jose,Mun,102101,81106675,102,81.0
800000000,804800000,804820000,San Roque,Mun,60136,168896216,60,168.0
800000000,804800000,804821000,San Vicente,Mun,65445,18214925,65,18.0
800000000,804800000,804822000,Silvino Lobos,Mun,76385,255802789,76,255.0
800000000,804800000,804823000,Victoria,Mun,63935,134718707,63,134.0
800000000,804800000,804824000,Lope De Vega,Mun,83799,243489501,83,243.0
800000000,806000000,806001000,Almagro,Mun,51309,24306753,51,24.0
800000000,806000000,806002000,Basey,Mun,136501,596298602,136,596.0
800000000,806000000,806003000,City of Calbayog,City,180266,875931286,180,875.0
800000000,806000000,806004000,Calbiga,Mun,66936,196038240,66,196.0
800000000,806000000,806005000,City of Catbalogan ,City,175581,169451846,175,169.0
800000000,806000000,806006000,Daram,Mun,217288,104300416,217,104.0
800000000,806000000,806007000,Gandara,Mun,129647,304652927,129,304.0
800000000,806000000,806008000,Hinabangan,Mun,85568,400712653,85,400.0
800000000,806000000,806009000,Jiabong,Mun,61371,121677426,61,121.0
800000000,806000000,806010000,Marabut,Mun,75021,136953688,75,136.0
800000000,806000000,806011000,Matuguinao,Mun,89462,375425600,89,375.0
800000000,806000000,806012000,Motiong,Mun,88106,125594622,88,125.0
800000000,806000000,806013000,Pinabacdao,Mun,67451,99096834,67,99.0
800000000,806000000,806014000,San Jose De Buan,Mun,72425,297860046,72,297.0
800000000,806000000,806015000,San Sebastian,Mun,31332,32541344,31,32.0
800000000,806000000,806016000,Santa Margarita,Mun,66833,126074366,66,126.0
800000000,806000000,806017000,Santa Rita,Mun,151664,244027088,151,244.0
800000000,806000000,806018000,Santo Niño,Mun,44119,29982543,44,29.0
800000000,806000000,806019000,Talalora,Mun,55845,27032623,55,27.0
800000000,806000000,806020000,Tarangnan,Mun,159041,86757563,159,86.0
800000000,806000000,806021000,Villareal,Mun,110528,130871012,110,130.0
800000000,806000000,806022000,Paranas,Mun,104008,512808844,104,512.0
800000000,806000000,806023000,Zumarraga,Mun,75123,35265000,75,35.0
800000000,806000000,806024000,Tagapul-An,Mun,51723,28648799,51,28.0
800000000,806000000,806025000,San Jorge,Mun,78756,268624821,78,268.0
800000000,806000000,806026000,Pagsanghan,Mun,34258,33202589,34,33.0
800000000,806400000,806401000,Anahawan,Mun,25432,34618363,25,34.0
800000000,806400000,806402000,Bontoc,Mun,75820,124973973,75,124.0
800000000,806400000,806403000,Hinunangan,Mun,80651,168087548,80,168.0
800000000,806400000,806404000,Hinundayan,Mun,30153,41523811,30,41.0
800000000,806400000,806405000,Libagon,Mun,61017,105421265,61,105.0
800000000,806400000,806406000,Liloan,Mun,77507,86898076,77,86.0
800000000,806400000,806407000,City of Maasin ,City,88052,204494334,88,204.0
800000000,806400000,806408000,Macrohon,Mun,43503,66452542,43,66.0
800000000,806400000,806409000,Malitbog,Mun,46271,85252447,46,85.0
800000000,806400000,806410000,Padre Burgos,Mun,31453,27541770,31,27.0
800000000,806400000,806411000,Pintuyan,Mun,41965,44899548,41,44.0
800000000,806400000,806412000,Saint Bernard,Mun,58302,86708517,58,86.0
800000000,806400000,806413000,San Francisco,Mun,39008,55449091,39,55.0
800000000,806400000,806414000,San Juan,Mun,26873,30667614,26,30.0
800000000,806400000,806415000,San Ricardo,Mun,47066,38011878,47,38.0
800000000,806400000,806416000,Silago,Mun,66756,169321793,66,169.0
800000000,806400000,806417000,Sogod,Mun,63847,219729635,63,219.0
800000000,806400000,806418000,Tomas Oppus,Mun,35785,59322323,35,59.0
800000000,806400000,806419000,Limasawa,Mun,21011,6820101,21,6.0
800000000,807800000,807801000,Almeria,Mun,36871,50741661,36,50.0
800000000,807800000,807802000,Biliran,Mun,50503,61766266,50,61.0
800000000,807800000,807803000,Cabucgayan,Mun,39891,58990787,39,58.0
800000000,807800000,807804000,Caibiran,Mun,42612,77492288,42,77.0
800000000,807800000,807805000,Culaba,Mun,39638,84677714,39,84.0
800000000,807800000,807806000,Kawayan,Mun,60766,70185397,60,70.0
800000000,807800000,807807000,Maripipi,Mun,28455,29083929,28,29.0
800000000,807800000,807808000,Naval ,Mun,54267,98804678,54,98.0
800000000,831600000,831600000,City of Tacloban ,City,101639,106018061,101,106.0
900000000,907200000,907201000,City of Dapitan,City,162935,220095624,162,220.0
900000000,907200000,907202000,City of Dipolog ,City,102048,118478176,102,118.0
900000000,907200000,907203000,Katipunan,Mun,91592,232635688,91,232.0
900000000,907200000,907204000,La Libertad,Mun,48697,54812871,48,54.0
900000000,907200000,907205000,Labason,Mun,76404,159431636,76,159.0
900000000,907200000,907206000,Liloy,Mun,62807,122493698,62,122.0
900000000,907200000,907207000,Manukan,Mun,74241,146735251,74,146.0
900000000,907200000,907208000,Mutia,Mun,54532,88440004,54,88.0
900000000,907200000,907209000,Piñan,Mun,86044,123039297,86,123.0
900000000,907200000,907210000,Polanco,Mun,99920,160774729,99,160.0
900000000,907200000,907211000,Pres. Manuel A. Roxas,Mun,82822,232894414,82,232.0
900000000,907200000,907212000,Rizal,Mun,58139,66964702,58,66.0
900000000,907200000,907213000,Salug,Mun,94501,144443478,94,144.0
900000000,907200000,907214000,Sergio Osmeña Sr.,Mun,109183,370598376,109,370.0
900000000,907200000,907215000,Siayan,Mun,132304,481526215,132,481.0
900000000,907200000,907216000,Sibuco,Mun,153057,597901572,153,597.0
900000000,907200000,907217000,Sibutad,Mun,62171,68275551,62,68.0
900000000,907200000,907218000,Sindangan,Mun,176233,444474912,176,444.0
900000000,907200000,907219000,Siocon,Mun,111982,371362726,111,371.0
900000000,907200000,907220000,Sirawai,Mun,93295,269803386,93,269.0
900000000,907200000,907221000,Tampilisan,Mun,70294,144439709,70,144.0
900000000,907200000,907222000,Jose Dalman,Mun,79347,133937955,79,133.0
900000000,907200000,907223000,Gutalac,Mun,114634,398411222,114,398.0
900000000,907200000,907224000,Baliguian,Mun,115277,391210940,115,391.0
900000000,907200000,907225000,Godod,Mun,97072,237375094,97,237.0
900000000,907200000,907226000,Leon T. Postigo,Mun,104983,250405887,104,250.0
900000000,907200000,907227000,Kalawit,Mun,92365,248641649,92,248.0
900000000,907300000,907302000,Aurora,Mun,88740,160328980,88,160.0
900000000,907300000,907303000,Bayog,Mun,106304,265064963,106,265.0
900000000,907300000,907305000,Dimataling,Mun,95285,110096521,95,110.0
900000000,907300000,907306000,Dinas,Mun,111858,166308456,111,166.0
900000000,907300000,907307000,Dumalinao,Mun,78793,127017098,78,127.0
900000000,907300000,907308000,Dumingag,Mun,100849,303499178,100,303.0
900000000,907300000,907311000,Kumalarang,Mun,74893,134103471,74,134.0
900000000,907300000,907312000,Labangan,Mun,100685,159902075,100,159.0
900000000,907300000,907313000,Lapuyan,Mun,102203,156273483,102,156.0
900000000,907300000,907315000,Mahayag,Mun,89741,185064861,89,185.0
900000000,907300000,907317000,Margosatubig,Mun,96531,84321357,96,84.0
900000000,907300000,907318000,Midsalip,Mun,87738,280281609,87,280.0
900000000,907300000,907319000,Molave,Mun,84175,106939313,84,106.0
900000000,907300000,907322000,City of Pagadian ,City,136797,274513008,136,274.0
900000000,907300000,907323000,Ramon Magsaysay,Mun,56078,96865809,56,96.0
900000000,907300000,907324000,San Miguel,Mun,61261,92430549,61,92.0
900000000,907300000,907325000,San Pablo,Mun,73373,102866183,73,102.0
900000000,907300000,907327000,Tabina,Mun,53411,67104735,53,67.0
900000000,907300000,907328000,Tambulig,Mun,99615,138516037,99,138.0
900000000,907300000,907330000,Tukuran,Mun,91956,129931825,91,129.0
900000000,907300000,907333000,Lakewood,Mun,80292,203082143,80,203.0
900000000,907300000,907337000,Josefina,Mun,41987,52078252,41,52.0
900000000,907300000,907338000,Pitogo,Mun,86959,74090301,86,74.0
900000000,907300000,907340000,Sominot,Mun,65577,112305321,65,112.0
900000000,907300000,907341000,Vincenzo A. Sagun,Mun,76449,62088492,76,62.0
900000000,907300000,907343000,Guipos,Mun,59014,96813407,59,96.0
900000000,907300000,907344000,Tigbao,Mun,57059,124243999,57,124.0
900000000,908300000,908301000,Alicia,Mun,130337,146112095,130,146.0
900000000,908300000,908302000,Buug,Mun,66668,153285625,66,153.0
900000000,908300000,908303000,Diplahan,Mun,77903,124107023,77,124.0
900000000,908300000,908304000,Imelda,Mun,45339,84572321,45,84.0
900000000,908300000,908305000,Ipil ,Mun,106611,158055399,106,158.0
900000000,908300000,908306000,Kabasalan,Mun,82764,320544106,82,320.0
900000000,908300000,908307000,Mabuhay,Mun,132572,79844219,132,79.0
900000000,908300000,908308000,Malangas,Mun,113336,120994677,113,120.0
900000000,908300000,908309000,Naga,Mun,126442,151720229,126,151.0
900000000,908300000,908310000,Olutanga,Mun,96070,65378937,96,65.0
900000000,908300000,908311000,Payao,Mun,147475,192127271,147,192.0
900000000,908300000,908312000,Roseller Lim,Mun,96999,211266006,96,211.0
900000000,908300000,908313000,Siay,Mun,112774,227866836,112,227.0
900000000,908300000,908314000,Talusan,Mun,62956,46426024,62,46.0
900000000,908300000,908315000,Titay,Mun,101265,297438127,101,297.0
900000000,908300000,908316000,Tungawan,Mun,204499,344015433,204,344.0
900000000,931700000,931700000,City of Zamboanga,City,521492,1496293193,521,1496.0
900000000,990100000,990101000,City of Isabela,City,136093,219762040,136,219.0
1000000000,1001300000,1001301000,Baungon,Mun,137250,421498505,137,421.0
1000000000,1001300000,1001302000,Damulog,Mun,75939,172566243,75,172.0
1000000000,1001300000,1001303000,Dangcagan,Mun,53695,73340893,53,73.0
1000000000,1001300000,1001304000,Don Carlos,Mun,106950,216753179,106,216.0
1000000000,1001300000,1001305000,Impasug-ong,Mun,186908,955175681,186,955.0
1000000000,1001300000,1001306000,Kadingilan,Mun,99921,166907647,99,166.0
1000000000,1001300000,1001307000,Kalilangan,Mun,106160,217699055,106,217.0
1000000000,1001300000,1001308000,Kibawe,Mun,82270,174333435,82,174.0
1000000000,1001300000,1001309000,Kitaotao,Mun,171711,386927065,171,386.0
1000000000,1001300000,1001310000,Lantapan,Mun,103272,355910609,103,355.0
1000000000,1001300000,1001311000,Libona,Mun,95904,270421115,95,270.0
1000000000,1001300000,1001312000,City of Malaybalay ,City,177144,1004668898,177,1004.0
1000000000,1001300000,1001313000,Malitbog,Mun,97082,381846451,97,381.0
1000000000,1001300000,1001314000,Manolo Fortich,Mun,168963,436651953,168,436.0
1000000000,1001300000,1001315000,Maramag,Mun,106942,320606043,106,320.0
1000000000,1001300000,1001316000,Pangantucan,Mun,160030,430770832,160,430.0
1000000000,1001300000,1001317000,Quezon,Mun,133194,647625069,133,647.0
1000000000,1001300000,1001318000,San Fernando,Mun,120749,605872599,120,605.0
1000000000,1001300000,1001319000,Sumilao,Mun,68286,168567832,68,168.0
1000000000,1001300000,1001320000,Talakag,Mun,187169,979098774,187,979.0
1000000000,1001300000,1001321000,City of Valencia,City,173941,668138215,173,668.0
1000000000,1001300000,1001322000,Cabanglasan,Mun,96880,307061174,96,307.0
1000000000,1001800000,1001801000,Catarman,Mun,37572,73756851,37,73.0
1000000000,1001800000,1001802000,Guinsiliban,Mun,30560,30079363,30,30.0
1000000000,1001800000,1001803000,Mahinog,Mun,29257,30579597,29,30.0
1000000000,1001800000,1001804000,Mambajao ,Mun,42307,72781549,42,72.0
1000000000,1001800000,1001805000,Sagay,Mun,29464,35355673,29,35.0
1000000000,1003500000,1003501000,Bacolod,Mun,67949,63350655,67,63.0
1000000000,1003500000,1003502000,Baloi,Mun,50199,64742044,50,64.0
1000000000,1003500000,1003503000,Baroy,Mun,62882,49166076,62,49.0
1000000000,1003500000,1003505000,Kapatagan,Mun,95467,134525322,95,134.0
1000000000,1003500000,1003506000,Sultan Naga Dimaporo,Mun,107864,209464654,107,209.0
1000000000,1003500000,1003507000,Kauswagan,Mun,63976,70378358,63,70.0
1000000000,1003500000,1003508000,Kolambugan,Mun,66824,66547388,66,66.0
1000000000,1003500000,1003509000,Lala,Mun,87575,122749629,87,122.0
1000000000,1003500000,1003510000,Linamon,Mun,23418,18508801,23,18.0
1000000000,1003500000,1003511000,Magsaysay,Mun,65478,89822832,65,89.0
1000000000,1003500000,1003512000,Maigo,Mun,57331,90829685,57,90.0
1000000000,1003500000,1003513000,Matungao,Mun,34296,34732926,34,34.0
1000000000,1003500000,1003514000,Munai,Mun,73058,139978814,73,139.0
1000000000,1003500000,1003515000,Nunungan,Mun,69748,219456574,69,219.0
1000000000,1003500000,1003516000,Pantao Ragat,Mun,50397,49891947,50,49.0
1000000000,1003500000,1003517000,Poona Piagapo,Mun,49923,65206831,49,65.0
1000000000,1003500000,1003518000,Salvador,Mun,48957,91870929,48,91.0
1000000000,1003500000,1003519000,Sapad,Mun,54902,117335675,54,117.0
1000000000,1003500000,1003520000,Tagoloan,Mun,65609,108314362,65,108.0
1000000000,1003500000,1003521000,Tangcal,Mun,53347,69315728,53,69.0
1000000000,1003500000,1003522000,Tubod ,Mun,95087,166744992,95,166.0
1000000000,1003500000,1003523000,Pantar,Mun,38510,60137214,38,60.0
1000000000,1004200000,1004201000,Aloran,Mun,62154,110143874,62,110.0
1000000000,1004200000,1004202000,Baliangao,Mun,72770,58888456,72,58.0
1000000000,1004200000,1004203000,Bonifacio,Mun,54980,109637818,54,109.0
1000000000,1004200000,1004204000,Calamba,Mun,60215,64032348,60,64.0
1000000000,1004200000,1004205000,Clarin,Mun,62021,78064106,62,78.0
1000000000,1004200000,1004206000,Concepcion,Mun,28056,47838499,28,47.0
1000000000,1004200000,1004207000,Jimenez,Mun,58593,84317696,58,84.0
1000000000,1004200000,1004208000,Lopez Jaena,Mun,90817,112742681,90,112.0
1000000000,1004200000,1004209000,City of Oroquieta ,City,80984,153062302,80,153.0
1000000000,1004200000,1004210000,City of Ozamiz,City,85987,149572091,85,149.0
1000000000,1004200000,1004211000,Panaon,Mun,53383,33975480,53,33.0
1000000000,1004200000,1004212000,Plaridel,Mun,64670,81631268,64,81.0
1000000000,1004200000,1004213000,Sapang Dalaga,Mun,88011,121667322,88,121.0
1000000000,1004200000,1004214000,Sinacaban,Mun,66728,89457883,66,89.0
1000000000,1004200000,1004215000,City of Tangub,City,75483,178880662,75,178.0
1000000000,1004200000,1004216000,Tudela,Mun,69314,114460533,69,114.0
1000000000,1004200000,1004217000,Don Victoriano Chiongbian,Mun,73824,281454085,73,281.0
1000000000,1004300000,1004301000,Alubijid,Mun,63033,117033212,63,117.0
1000000000,1004300000,1004302000,Balingasag,Mun,60480,165730116,60,165.0
1000000000,1004300000,1004303000,Balingoan,Mun,47937,67720108,47,67.0
1000000000,1004300000,1004304000,Binuangan,Mun,16074,11978273,16,11.0
1000000000,1004300000,1004306000,Claveria,Mun,176920,622222494,176,622.0
1000000000,1004300000,1004307000,City of El Salvador,City,56459,85111593,56,85.0
1000000000,1004300000,1004308000,City of Gingoog,City,123548,578357614,123,578.0
1000000000,1004300000,1004309000,Gitagum,Mun,28899,39447407,28,39.0
1000000000,1004300000,1004310000,Initao,Mun,43665,91050495,43,91.0
1000000000,1004300000,1004311000,Jasaan,Mun,45687,64839237,45,64.0
1000000000,1004300000,1004312000,Kinoguitan,Mun,44778,44277966,44,44.0
1000000000,1004300000,1004313000,Lagonglong,Mun,36666,47375510,36,47.0
1000000000,1004300000,1004314000,Laguindingan,Mun,31279,36555063,31,36.0
1000000000,1004300000,1004315000,Libertad,Mun,29518,35957774,29,35.0
1000000000,1004300000,1004316000,Lugait,Mun,37117,38471947,37,38.0
1000000000,1004300000,1004317000,Magsaysay,Mun,81798,112196329,81,112.0
1000000000,1004300000,1004318000,Manticao,Mun,51080,105852490,51,105.0
1000000000,1004300000,1004319000,Medina,Mun,46076,101628353,46,101.0
1000000000,1004300000,1004320000,Naawan,Mun,39164,65776057,39,65.0
1000000000,1004300000,1004321000,Opol,Mun,102173,192080968,102,192.0
1000000000,1004300000,1004322000,Salay,Mun,40722,78624862,40,78.0
1000000000,1004300000,1004323000,Sugbongcogon,Mun,40400,27294562,40,27.0
1000000000,1004300000,1004324000,Tagoloan,Mun,40668,50205216,40,50.0
1000000000,1004300000,1004325000,Talisayan,Mun,43305,56061176,43,56.0
1000000000,1004300000,1004326000,Villanueva,Mun,31378,36649407,31,36.0
1000000000,1030500000,1030500000,City of Cagayan De Oro ,City,190031,506615076,190,506.0
1000000000,1030900000,1030900000,City of Iligan,City,175044,532063090,175,532.0
1100000000,1102300000,1102301000,Asuncion,Mun,120829,223619566,120,223.0
1100000000,1102300000,1102303000,Carmen,Mun,93775,145929885,93,145.0
1100000000,1102300000,1102305000,Kapalong,Mun,185662,776253290,185,776.0
1100000000,1102300000,1102314000,New Corella,Mun,76469,244793670,76,244.0
1100000000,1102300000,1102315000,City of Panabo,City,131753,252419722,131,252.0
1100000000,1102300000,1102317000,Island Garden City of Samal,City,157823,279785021,157,279.0
1100000000,1102300000,1102318000,Santo Tomas,Mun,77995,239923504,77,239.0
1100000000,1102300000,1102319000,City of Tagum ,City,93699,184337174,93,184.0
1100000000,1102300000,1102322000,Talaingod,Mun,138708,655319033,138,655.0
1100000000,1102300000,1102323000,Braulio E. Dujali,Mun,48039,83522902,48,83.0
